graph,minDFScode
1269,"(0,1,1,checkclaim,51,sendbacktoclaimofficer)"
1270,"(0,1,1,sendbacktoclaimofficer,52,sendbackrecommendation)"
1271,"(0,1,1,sendbacktoclaimofficer,55,proceedhandlingprocess)"
1272,"(0,1,1,sendbackrecommendation,53,rewritesettlementofrecommendation)"
1273,"(0,1,1,sendbackrecommendation,53,rewritesettlementofrecommendation)(1,2,1,rewritesettlementofrecommendation,54,checkclaim)"
1274,"(0,1,1,sendbackrecommendation,53,rewritesettlementofrecommendation)(1,2,1,rewritesettlementofrecommendation,54,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)"
1275,"(0,1,1,sendbackrecommendation,53,rewritesettlementofrecommendation)(1,2,1,rewritesettlementofrecommendation,54,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,0,1,sendbacktoclaimofficer,52,sendbackrecommendation)"
1276,"(0,1,1,rewritesettlementofrecommendation,54,checkclaim)"
1277,"(0,1,1,rewritesettlementofrecommendation,54,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)"
1278,"(0,1,1,rewritesettlementofrecommendation,54,checkclaim)(1,2,1,checkclaim,67,markclaim)"
1279,"(0,1,1,rewritesettlementofrecommendation,54,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)"
1280,"(0,1,1,rewritesettlementofrecommendation,54,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(3,0,1,sentlock,69,rewritesettlementofrecommendation)"
1281,"(0,1,1,registerclaim,56,writesettlementrecommendation)"
1282,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1283,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1284,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1285,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(2,4,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1286,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)"
1287,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,1,1,markclaim,73,writesettlementrecommendation)"
1288,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,1,1,markclaim,73,writesettlementrecommendation)(3,4,1,markclaim,74,claimclosed)"
1289,"(0,1,1,registerclaim,56,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,4,1,markclaim,74,claimclosed)"
1290,"(0,1,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1291,"(0,1,1,claim,59,registerandexamineclaim)"
1292,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)"
1293,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1294,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,2,1,checkthesettlementrecommendation,40,writesettlementrecommendation)"
1295,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,2,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1296,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,2,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1297,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1298,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1299,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)"
1300,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)(4,1,1,markclaim""not,62,registerandexamineclaim)"
1301,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)(3,5,1,checkthesettlementrecommendation,61,markclaim""ok"")(4,1,1,markclaim""not,62,registerandexamineclaim)"
1302,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)(3,5,1,checkthesettlementrecommendation,61,markclaim""ok"")(4,1,1,markclaim""not,62,registerandexamineclaim)(5,6,1,markclaim""ok"",63,proceedhandlingprocess)"
1303,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)(3,5,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1304,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,60,markclaim""not)(3,5,1,checkthesettlementrecommendation,61,markclaim""ok"")(5,6,1,markclaim""ok"",63,proceedhandlingprocess)"
1305,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1306,"(0,1,1,claim,59,registerandexamineclaim)(1,2,1,registerandexamineclaim,58,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,61,markclaim""ok"")(4,5,1,markclaim""ok"",63,proceedhandlingprocess)"
1307,"(0,1,1,registerandexamineclaim,58,writesettlementrecommendation)"
1308,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)"
1309,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)(1,2,1,markclaim""not,62,registerandexamineclaim)"
1310,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)(0,3,1,checkthesettlementrecommendation,61,markclaim""ok"")(1,2,1,markclaim""not,62,registerandexamineclaim)"
1311,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)(0,3,1,checkthesettlementrecommendation,61,markclaim""ok"")(1,2,1,markclaim""not,62,registerandexamineclaim)(3,4,1,markclaim""ok"",63,proceedhandlingprocess)"
1312,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)(0,2,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1313,"(0,1,1,checkthesettlementrecommendation,60,markclaim""not)(0,2,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""ok"",63,proceedhandlingprocess)"
1314,"(0,1,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1315,"(0,1,1,checkthesettlementrecommendation,61,markclaim""ok"")(1,2,1,markclaim""ok"",63,proceedhandlingprocess)"
1316,"(0,1,1,markclaim""not,62,registerandexamineclaim)"
1317,"(0,1,1,markclaim""ok"",63,proceedhandlingprocess)"
1318,"(0,1,1,registerclaim,64,writesettlementrecommendation)"
1319,"(0,1,1,registerclaim,64,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,45,evaluaterecommendation)"
1320,"(0,1,1,registerclaim,64,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,45,evaluaterecommendation)(2,1,1,evaluaterecommendation,65,writesettlementrecommendation)"
1321,"(0,1,1,registerclaim,64,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,45,evaluaterecommendation)(2,1,1,evaluaterecommendation,65,writesettlementrecommendation)(2,3,1,evaluaterecommendation,66,claimclosed)"
1322,"(0,1,1,registerclaim,64,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,45,evaluaterecommendation)(2,3,1,evaluaterecommendation,66,claimclosed)"
1323,"(0,1,1,writesettlementrecommendation,45,evaluaterecommendation)"
1324,"(0,1,1,writesettlementrecommendation,45,evaluaterecommendation)(1,0,1,evaluaterecommendation,65,writesettlementrecommendation)"
1325,"(0,1,1,writesettlementrecommendation,45,evaluaterecommendation)(1,0,1,evaluaterecommendation,65,writesettlementrecommendation)(1,2,1,evaluaterecommendation,66,claimclosed)"
1326,"(0,1,1,writesettlementrecommendation,45,evaluaterecommendation)(1,2,1,evaluaterecommendation,66,claimclosed)"
1327,"(0,1,1,evaluaterecommendation,65,writesettlementrecommendation)"
1328,"(0,1,1,evaluaterecommendation,66,claimclosed)"
1329,"(0,1,1,checkclaim,67,markclaim)"
1330,"(0,1,1,checkclaim,67,markclaim)(1,2,1,markclaim,68,sentlock)"
1331,"(0,1,1,markclaim,68,sentlock)"
1332,"(0,1,1,markclaim,70,proceedhandlingprocess)"
1333,"(0,1,1,sentlock,69,rewritesettlementofrecommendation)"
1334,"(0,1,1,registerclaim,71,writesettlementrecommendation)"
1335,"(0,1,1,registerclaim,71,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1336,"(0,1,1,registerclaim,71,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1337,"(0,1,1,claim,24,examineclaim)"
1338,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)"
1339,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1340,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)"
1341,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,2,1,markclaim,73,writesettlementrecommendation)"
1342,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,2,1,markclaim,73,writesettlementrecommendation)(4,5,1,markclaim,74,claimclosed)"
1343,"(0,1,1,claim,24,examineclaim)(0,6,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,2,1,markclaim,73,writesettlementrecommendation)(4,5,1,markclaim,74,claimclosed)"
1344,"(0,1,1,claim,24,examineclaim)(0,5,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,2,1,markclaim,73,writesettlementrecommendation)"
1345,"(0,1,1,claim,24,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,5,1,markclaim,74,claimclosed)"
1346,"(0,1,1,claim,24,examineclaim)(0,6,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)(4,5,1,markclaim,74,claimclosed)"
1347,"(0,1,1,claim,24,examineclaim)(0,5,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,72,markclaim)"
1348,"(0,1,1,claim,24,examineclaim)(0,4,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1349,"(0,1,1,claim,24,examineclaim)(0,3,1,claim,36,registerclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)"
1350,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)"
1351,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)"
1352,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)(3,4,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1353,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)(3,4,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(4,5,1,checkthesettlementrecommendation,72,markclaim)"
1354,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)(3,4,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(4,5,1,checkthesettlementrecommendation,72,markclaim)(5,3,1,markclaim,73,writesettlementrecommendation)"
1355,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)(3,4,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(4,5,1,checkthesettlementrecommendation,72,markclaim)(5,3,1,markclaim,73,writesettlementrecommendation)(5,6,1,markclaim,74,claimclosed)"
1356,"(0,1,1,claim,24,examineclaim)(0,2,1,claim,36,registerclaim)(2,3,1,registerclaim,56,writesettlementrecommendation)(3,4,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(4,5,1,checkthesettlementrecommendation,72,markclaim)(5,6,1,markclaim,74,claimclosed)"
1357,"(0,1,1,checkthesettlementrecommendation,72,markclaim)"
1358,"(0,1,1,checkthesettlementrecommendation,72,markclaim)(1,2,1,markclaim,74,claimclosed)"
1359,"(0,1,1,markclaim,73,writesettlementrecommendation)"
1360,"(0,1,1,markclaim,74,claimclosed)"
1361,"(0,1,1,claimreceived,75,checkifclaimantisinsured)"
1362,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)"
1363,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)"
1364,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)"
1365,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)"
1366,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)"
1367,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)(6,7,1,checkforcompleteness,82,informclaimant)"
1368,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)(6,7,1,checkforcompleteness,82,informclaimant)(7,8,1,informclaimant,83,receiveupdatedforms)"
1369,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)(6,7,1,checkforcompleteness,82,informclaimant)(7,8,1,informclaimant,83,receiveupdatedforms)(8,6,1,receiveupdatedforms,84,checkforcompleteness)"
1370,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)(6,7,1,checkforcompleteness,82,informclaimant)(6,9,1,checkforcompleteness,85,registerclaim)(7,8,1,informclaimant,83,receiveupdatedforms)(8,6,1,receiveupdatedforms,84,checkforcompleteness)"
1371,"(0,1,1,claimreceived,75,checkifclaimantisinsured)(1,2,1,checkifclaimantisinsured,76,acceptclaim)(2,3,1,acceptclaim,78,evaluateseverityofclaim)(3,4,1,evaluateseverityofclaim,79,sendrelevantforms)(4,5,1,sendrelevantforms,80,receiverelevantforms)(5,6,1,receiverelevantforms,81,checkforcompleteness)(6,7,1,checkforcompleteness,82,informclaimant)(6,9,1,checkforcompleteness,85,registerclaim)(7,8,1,informclaimant,83,receiveupdatedforms)(8,6,1,receiveupdatedforms,84,checkforcompleteness)(9,10,1,registerclaim,86,claimaccepted)"
